# timestamp tx ty tz qx qy qz qw
1.403637130538319111e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.403637130588319063e+09 -1.395912258885800838e-04 -1.104829061659984291e-04 -2.398924698354676366e-04 3.880660200700173111e-05 1.109146857627051010e-04 2.707786798325939213e-04 9.999999564354423720e-01
1.403637130638319254e+09 -3.737392034963704646e-05 -8.692579285707324743e-05 8.602999150753021240e-05 3.997929511868383834e-04 -1.816673360987071547e-04 2.055314570565789257e-04 9.999998824596908475e-01
1.403637130688318968e+09 -1.450495765311643481e-04 6.770824984414502978e-05 -4.575026468955911696e-05 -6.184154100890052689e-05 1.270753516074903144e-04 -2.365333404010268445e-04 9.999999620397280742e-01
1.403637130738319159e+09 -2.966350584756582975e-04 -1.056166802300140262e-04 -2.463298442307859659e-04 3.150331215309127788e-05 1.752939324568151343e-04 2.868278952749699594e-04 9.999999430046669913e-01
1.403637130788319111e+09 -1.208816174766980112e-04 -7.949510472826659679e-05 -8.638485451228916645e-05 -2.390872425577502216e-04 -4.153946955188782638e-05 -1.953238439271825990e-04 9.999999514801781730e-01
1.403637130838319302e+09 -8.283141141873784363e-06 -2.468778984621167183e-05 3.210572176612913609e-04 -8.173283219432710383e-05 -4.357271942668484007e-05 -3.531000086448259751e-04 9.999999333707707549e-01
1.403637130888319016e+09 -1.377659209538251162e-04 1.708541094558313489e-05 -2.201761890319176018e-05 -2.350645766132588809e-05 -9.514092933690704486e-05 -1.644384144013344418e-04 9.999999816778287753e-01
1.403637130938319206e+09 -9.671058796811848879e-05 -2.019326784648001194e-04 1.194880896946415305e-04 1.235370985585054933e-04 3.512230155655239350e-05 1.938821026080132977e-04 9.999999729573695317e-01
1.403637130988319159e+09 -1.333558029728010297e-04 -1.283550955122336745e-04 1.615355577087029815e-04 -5.086281942101422922e-07 4.103347154551437159e-05 -1.963502251388354468e-04 9.999999798812921892e-01
1.403637131038319111e+09 -3.250578629376832396e-06 4.022285793325863779e-05 1.080208603525534272e-04 -2.501460272567422463e-04 -7.700173636825251050e-05 -3.977477632008314702e-04 9.999998866472008530e-01
1.403637131088319063e+09 6.134994328022003174e-05 1.165515786851756275e-04 6.222226074896752834e-04 -2.392524242123805203e-04 1.167864277809336616e-05 -1.098971540960806117e-03 9.999993674415195155e-01
1.403637131138319254e+09 -1.740308507578447461e-04 -1.713265519356355071e-04 -2.595572732388973236e-04 3.724318553030404682e-05 9.703065626777150122e-05 1.066411120518705874e-04 9.999999889128349251e-01
1.403637131188318968e+09 -1.490372378611937165e-04 -1.794679847080260515e-04 -1.438645849702879786e-04 2.186026322914087436e-04 -9.748209091626068470e-05 9.339055815037568872e-05 9.999999669941668223e-01
1.403637131238319159e+09 -2.534125633246731013e-05 -1.679960987530648708e-04 -4.037480539409443736e-05 1.704539289963692141e-04 -5.833923473785000572e-05 -1.691485494621803250e-05 9.999999836279396259e-01
1.403637131288319111e+09 -1.146304712165147066e-04 -2.704781945794820786e-04 -7.849007670301944017e-05 1.642932052898169728e-04 1.390899627388087411e-05 2.729875583341193697e-04 9.999999491460365153e-01
1.403637131338319302e+09 -5.141083238413557410e-05 -1.328859070781618357e-04 -1.012306820484809577e-04 2.945685260603935252e-05 -9.118029981443053294e-06 -4.051188074506229583e-05 9.999999987039716043e-01
1.403637131388319016e+09 -1.506925327703356743e-04 -1.707521732896566391e-04 -3.196888719685375690e-04 5.511598565021603736e-05 -1.018081805661864180e-04 1.278330727561147390e-04 9.999999851280136909e-01
1.403637131438319206e+09 -8.067821909207850695e-05 -3.685154952108860016e-04 2.137528281309641898e-05 3.246676287106869192e-04 5.986010609963505862e-05 2.232224898207148841e-04 9.999999205897061039e-01
1.403637131488319159e+09 -1.012187931337393820e-04 -2.737884933594614267e-04 -1.536497802590020001e-05 3.239174271100988167e-04 -1.333672759182113191e-05 -7.363761719866472122e-05 9.999999447385652385e-01
1.403637131538319111e+09 -1.023010045173577964e-04 -2.249765093438327312e-04 -1.846057275542989373e-04 -2.796464082344912340e-05 -1.584379411676320980e-05 -1.228855680074416863e-04 9.999999919330452292e-01
1.403637131588319063e+09 -1.466286194045096636e-04 -3.059991577174514532e-04 -6.319464882835745811e-04 -2.435742768569918704e-05 5.499648765078617965e-05 4.393439860884956597e-04 9.999999016794771656e-01
1.403637131638319254e+09 -1.365216394333401695e-05 -3.845799365080893040e-04 -1.958004431799054146e-04 1.918672555601094764e-04 4.560067985665358257e-05 5.383314903912085093e-04 9.999998356533569277e-01
1.403637131688318968e+09 -1.718937564874067903e-04 -2.120846329489722848e-04 -1.132370598497800529e-04 3.090623123734227858e-04 -4.024857538311823107e-05 4.173009630112569529e-04 9.999998643602135973e-01
1.403637131738319159e+09 9.846244211075827479e-07 -7.648718747077509761e-05 -4.648784233722835779e-04 7.504204377707367223e-05 -3.797879603615391954e-05 -8.818090432515597772e-06 9.999999964242720640e-01
1.403637131788319111e+09 -2.523529838072136045e-05 -1.719847932690754533e-04 -3.982359776273369789e-04 1.836817627935729267e-04 -5.970636088960098650e-05 1.486429201996629596e-04 9.999999703007209639e-01
1.403637131838319302e+09 -2.899223181884735823e-05 -2.932849165517836809e-04 -1.666729222051799297e-04 2.243636116819496592e-04 -9.290427438478079611e-06 4.345705963668716927e-04 9.999998803615199883e-01
1.403637131888319016e+09 -8.306305971927940845e-05 -1.828517561079934239e-04 -4.680702113546431065e-04 -4.246994933803123072e-05 1.528739784243669965e-05 1.878851727663432723e-04 9.999999813308800833e-01
1.403637131938319206e+09 -1.328908401774242520e-04 -2.935805241577327251e-04 -4.652150673791766167e-04 2.464805901137472741e-05 9.312310981359512988e-05 3.846134859173932488e-04 9.999999213965099498e-01
1.403637131988319159e+09 7.138389628380537033e-05 -2.259191242046654224e-04 -1.668254117248579860e-04 1.344953760410338886e-04 -1.049102632482857292e-04 -1.133020197628056095e-05 9.999999853882282075e-01
1.403637132038319111e+09 1.579416129970923066e-04 -1.191085975733585656e-04 -1.619270333321765065e-04 -9.459727294510846614e-05 -3.423976310721437013e-05 -4.826384530479490599e-04 9.999998784695518506e-01
1.403637132088319063e+09 1.888670958578586578e-04 -1.270473148906603456e-04 1.335331617156043649e-04 -1.791136936401965818e-04 1.498776788785667131e-05 -4.473516638929009607e-04 9.999998837850633260e-01
1.403637132138319254e+09 -3.651095175882801414e-05 1.375003485009074211e-04 -6.482946628239005804e-05 -4.234423036430092304e-04 1.365765070625998769e-05 -8.288472176108667867e-04 9.999995667610930283e-01
1.403637132188318968e+09 -2.030540345003828406e-04 -1.532684109406545758e-05 -4.143973637837916613e-05 -2.428947647008588781e-04 1.772999908493851773e-05 -4.040683302424434662e-04 9.999998887082762744e-01
1.403637132238319159e+09 -1.354219275526702404e-04 6.497615686384961009e-05 2.637506695464253426e-04 -2.022650923071386874e-04 1.351584729242028872e-04 -5.283927048031978246e-04 9.999998308110702450e-01
1.403637132288319111e+09 1.831231566029600799e-05 1.387470256304368377e-04 1.039023482007905841e-04 -1.326679153821784453e-04 -4.864527944392370892e-05 -7.192073754802204028e-04 9.999997313867700077e-01
1.403637132338319302e+09 -3.701928289956413209e-05 3.978496533818542957e-05 -1.231626665685325861e-04 -2.086714662596470839e-04 9.080193452653406586e-06 -5.816317444569645955e-04 9.999998090391232219e-01
1.403637132388319016e+09 -1.446838577976450324e-04 -1.554309710627421737e-04 -4.860490735154598951e-04 1.320028458735880662e-04 1.655150462199125037e-04 2.574494140167287045e-04 9.999999444499070300e-01
1.403637132438319206e+09 -1.908602644107304513e-05 -9.958422742784023285e-05 -6.762948760297149420e-05 -7.501403612146683082e-05 2.346636306321826839e-05 -2.597894540291521815e-04 9.999999631658311738e-01
1.403637132488319159e+09 8.577378321206197143e-05 -1.894971865112893283e-05 -3.700105298776179552e-05 -1.491224161659980248e-04 1.669673378311135095e-05 -4.605730962536159546e-04 9.999998826780666095e-01
1.403637132538319111e+09 -1.545358099974691868e-05 -4.478929258766584098e-05 -1.972385143744759262e-05 -7.699819796427279268e-05 -4.126156538156390996e-05 -3.991359749547041609e-04 9.999999165296136194e-01
1.403637132588319063e+09 -1.771647293935529888e-05 1.186263252748176455e-04 3.230634320061653852e-04 -3.852650399371171765e-04 5.960696841987504290e-06 -1.234627792103189757e-03 9.999991636144172080e-01
1.403637132638319254e+09 1.574590714881196618e-04 1.840104960137978196e-04 2.902398700825870037e-04 -3.398560500768214670e-04 -1.206898783351125617e-06 -1.096386342600354094e-03 9.999993412164812634e-01
1.403637132688318968e+09 9.890413639368489385e-05 -2.378851786488667130e-05 1.493904856033623219e-04 -1.456621478174903873e-04 4.754744604483699517e-05 -2.465502080471992084e-04 9.999999578673861578e-01
1.403637132738319159e+09 6.381679850164800882e-05 -1.362182520097121596e-04 6.271318852668628097e-05 -6.360568544644442106e-05 4.161273243548136602e-05 -1.738581309462092672e-04 9.999999819980237570e-01
1.403637132788319111e+09 -6.876460247440263629e-05 -1.127164796344004571e-04 1.844342477852478623e-04 -5.722423032291495542e-05 1.838517160652161403e-04 -8.033585443399418840e-05 9.999999782350419419e-01
1.403637132838319302e+09 -7.297774573089554906e-05 -1.546242274343967438e-04 3.676882188301533461e-04 -2.811286424676730927e-05 2.126338307927800523e-04 -1.016192080470185275e-04 9.999999718350282008e-01
1.403637132888319016e+09 -1.196425728267058730e-04 -4.748522769659757614e-05 3.441155422478914261e-05 -2.200966349803491729e-04 4.887780390459547713e-04 3.533640896386057830e-04 9.999997938936387998e-01
1.403637132938319206e+09 9.238638085662387311e-07 1.775534183252602816e-04 -2.425595303066074848e-04 -5.410874195358662169e-04 5.923707557821925214e-04 -2.309681170253091633e-04 9.999996514874497366e-01
1.403637132988319159e+09 2.094674709951505065e-04 -1.871320564532652497e-04 -5.333794615580700338e-05 -4.575012477379526796e-04 3.035349106739550261e-04 1.304918216193058861e-03 9.999989978733054841e-01
1.403637133038319111e+09 5.719004548154771328e-04 -3.810816560871899128e-04 -3.485866473056375980e-04 -6.578799039757464657e-04 -1.254500059127049909e-04 1.608323378017288523e-03 9.999984823749683560e-01
1.403637133088319063e+09 7.299010176211595535e-04 -1.720770669635385275e-04 -4.210394981782883406e-04 -5.471716812850133723e-04 5.244900769074594196e-04 9.359992597386453811e-04 9.999992747090851175e-01
1.403637133138319254e+09 1.240648911334574223e-03 -3.985400835517793894e-04 -1.430145581252872944e-03 1.181040413578767975e-03 1.803831762177754818e-03 2.320341045237531673e-03 9.999949836633926781e-01
1.403637133188318968e+09 2.435536589473485947e-03 -1.467166875954717398e-04 -2.914969576522707939e-03 5.884822330105083299e-04 2.022554821140835207e-03 1.343618117867732917e-03 9.999968788206342607e-01
1.403637133238319159e+09 3.129962598904967308e-03 4.892331198789179325e-04 -3.054190892726182938e-03 -1.772675979215107469e-03 2.037856922429468528e-03 -1.660073261290956510e-03 9.999949744452735212e-01
1.403637133288319111e+09 5.023297388106584549e-03 8.521023555658757687e-04 -3.808943321928381920e-03 -3.435185188740999280e-03 1.348090852561775656e-03 -4.009462166829793131e-03 9.999851530732369875e-01
1.403637133338319302e+09 7.799579761922359467e-03 1.381806912831962109e-03 -5.713505670428276062e-03 -4.908109602988677128e-03 2.211350389671406201e-04 -5.042835193763920559e-03 9.999752153791753306e-01
1.403637133388319016e+09 1.262975670397281647e-02 1.932673854753375053e-03 -8.036636747419834137e-03 -8.539915863596932166e-03 -1.515697777201877603e-03 -5.088727364676728405e-03 9.999494373972610539e-01
1.403637133438319206e+09 1.675072312355041504e-02 1.895085675641894341e-03 -1.006419770419597626e-02 -1.122201611520571608e-02 -4.365600302258451637e-03 -4.488204718614143864e-03 9.999174285443347410e-01
1.403637133488319159e+09 2.046752907335758209e-02 1.692954101599752903e-03 -1.186311151832342148e-02 -1.088264423877987989e-02 -8.861535610218389952e-03 -3.215639419613681212e-03 9.998963450798907804e-01
1.403637133538319111e+09 2.267080731689929962e-02 2.943110885098576546e-03 -1.288085244596004486e-02 -1.293851150958723675e-02 -1.377537934556180912e-02 -1.607041450738735423e-03 9.998201094504840514e-01
1.403637133588319063e+09 2.454300411045551300e-02 4.159921780228614807e-03 -1.336607988923788071e-02 -1.504296548469558244e-02 -1.843030773333286659e-02 2.307527057461396453e-04 9.997169497910244340e-01
1.403637133638319254e+09 2.761447243392467499e-02 5.997841246426105499e-03 -1.551504805684089661e-02 -1.767788167897918136e-02 -2.153184514739791763e-02 9.171854531256047952e-04 9.996114399679191242e-01
1.403637133688318968e+09 3.217706084251403809e-02 8.422760292887687683e-03 -1.778422668576240540e-02 -2.032556504984636345e-02 -2.314703091230041476e-02 -2.654648183219697347e-04 9.995253953220896159e-01
1.403637133738319159e+09 4.038238897919654846e-02 1.030715648084878922e-02 -2.166857197880744934e-02 -2.256711866696345728e-02 -2.363569021235209164e-02 -7.578357791415511876e-04 9.994656097076022316e-01
1.403637133788319111e+09 5.186073109507560730e-02 1.137735415250062943e-02 -2.687671221792697906e-02 -2.549139399140368592e-02 -2.353615876584471550e-02 -7.998983454853682371e-04 9.993976176805511313e-01
1.403637133838319302e+09 6.774917244911193848e-02 1.198287028819322586e-02 -3.255711123347282410e-02 -3.069582014425250791e-02 -2.480400905755743637e-02 -3.328656594114623424e-04 9.992209049858780112e-01
1.403637133888319016e+09 8.785410970449447632e-02 1.208508759737014771e-02 -3.849101439118385315e-02 -3.590089820289275174e-02 -2.753853792169782405e-02 9.573264376785599414e-04 9.989753940730736748e-01
1.403637133938319206e+09 1.131473183631896973e-01 1.123245246708393097e-02 -4.517215862870216370e-02 -3.935642022733034512e-02 -3.016545611522420539e-02 2.860726022562829277e-03 9.987657051034912747e-01
1.403637133988319159e+09 1.423542499542236328e-01 9.813590906560420990e-03 -5.285142734646797180e-02 -4.332947097927938168e-02 -3.151827014472854266e-02 2.691801008478168864e-03 9.985599179814251825e-01
1.403637134038319111e+09 1.737189590930938721e-01 7.736693602055311203e-03 -6.137957796454429626e-02 -4.644930429107164277e-02 -3.127154007557591403e-02 1.727546124271051075e-03 9.984295510933987039e-01
1.403637134088319063e+09 2.057812511920928955e-01 5.413559731096029282e-03 -6.997840106487274170e-02 -5.083103580551518591e-02 -3.073947154659841668e-02 -1.817877773516742273e-03 9.982324308538441660e-01
1.403637134138319254e+09 2.380468249320983887e-01 1.984741771593689919e-03 -7.917445898056030273e-02 -5.636351551999060905e-02 -2.974419283568223785e-02 -5.756999447479971971e-03 9.979505469050774513e-01
1.403637134188318968e+09 2.713860571384429932e-01 -8.601737208664417267e-04 -8.767162263393402100e-02 -6.224803910809665469e-02 -2.752992844292063632e-02 -1.025400575613185511e-02 9.976282574351418297e-01
1.403637134238319159e+09 3.030166923999786377e-01 -4.180296324193477631e-03 -9.543092548847198486e-02 -6.820477154906040562e-02 -2.169872137395839617e-02 -1.426404446682644558e-02 9.973333503218089202e-01
1.403637134288319111e+09 3.312664330005645752e-01 -6.968235131353139877e-03 -1.028684675693511963e-01 -7.003677758268501974e-02 -1.394838808791398072e-02 -1.573113212087562732e-02 9.973228282445849580e-01
